address,isHostedBySuperhost,location/lat,location/lng,name,numberOfGuests,pricing/rate/amount,roomType,stars,map_link
"New Delhi, Delhi, India",FALSE,28.49698,77.13752,Destination Wedding Venue,16,14209,Farm stay,4.6,"https://www.google.com/maps?q=28.49698,77.13752"
"New Delhi, Delhi, India",FALSE,28.575,77.232,Defence Colony A Block Apartment with elevator.,6,15209,Entire rental unit,4.9,"https://www.google.com/maps?q=28.575,77.232"
"New Delhi, Delhi, India",FALSE,28.4963,77.15165,Olive Glasshouse ~ Private Party Venue,16,16209,Entire place,4.7,"https://www.google.com/maps?q=28.4963,77.15165"
"Nilgiris, Tamil Nadu, India",FALSE,11.33,76.803,A glamorous 4 B/R Villa with gorgeous views+BBQ,10,11993,Entire villa,4.7,"https://www.google.com/maps?q=11.33,76.803"
"North Goa, Goa, India",FALSE,15.53261,73.7686,"5 bed independent villa with pvt. pool, Calangute",15,10475,Entire home,4.7,"https://www.google.com/maps?q=15.53261,73.7686"
"North Goa, Goa, India",FALSE,15.55815,73.77549,4BR Pvt Pool Villa With Chef - WiFi - North Goa,16,12481,Entire villa,4.7,"https://www.google.com/maps?q=15.55815,73.77549"
"North Goa, Goa, India",FALSE,15.499,73.779,Ziva villa with a private pool,16,10541,Entire home,4.6,"https://www.google.com/maps?q=15.499,73.779"
"North Goa, Goa, India",TRUE,15.55671,73.78139,9BHK Villa for Big Groups nr Baga & Calangute,16,10549,Entire home,4.7,"https://www.google.com/maps?q=15.55671,73.78139"
"North Goa, Goa, India",FALSE,15.552,73.767,7 Bedroom Luxury Villa + Private Pool + Beach near,16,10549,Entire villa,4.8,"https://www.google.com/maps?q=15.552,73.767"
"North Goa, Goa, India",TRUE,15.535,73.767,Indulgent Elegant with Luxury Villa Private Pool,16,10775,Entire home,4.8,"https://www.google.com/maps?q=15.535,73.767"
"North Goa, Goa, India",FALSE,15.55636,73.78057,8 Bedroom Luxury Private Pool Villa ! Breakfast,16,10842,Entire villa,4.7,"https://www.google.com/maps?q=15.55636,73.78057"
"North Goa, Goa, India",FALSE,15.56203,73.78613,Crystal Village 10 Bedroom Pvt Pool villa Nagoa,16,11854,Entire home,4.7,"https://www.google.com/maps?q=15.56203,73.78613"
"Ooty, Tamil Nadu, India",FALSE,11.41403,76.69173,6 BHK Greenwood- A Heritage Bungalow w/ huge lawn,16,12465,Entire villa,4.7,"https://www.google.com/maps?q=11.41403,76.69173"
"Palampur, Himachal Pradesh, India",FALSE,32.11185,76.53686,4 Bed room boutique villa/ Private Butler,10,12460,Entire villa,4.7,"https://www.google.com/maps?q=32.11185,76.53686"
"Panaji, Goa, India",FALSE,15.504,73.866,BnB with Antique furniture in River view place 02,2,11097,Private room in villa,4.8,"https://www.google.com/maps?q=15.504,73.866"
"Panaji, Goa, India",FALSE,15.49643,73.81885,A luxury heritage Goan Boutique villa in Panjim,15,12168,Private room in villa,4.6,"https://www.google.com/maps?q=15.49643,73.81885"
"Panchgani, Maharashtra, India",TRUE,17.943,73.807,Valley view Bungalow on rent in Panchgani,16,11190,Entire home,4.9,"https://www.google.com/maps?q=17.943,73.807"
"Panchgani, Maharashtra, India",FALSE,17.92529,73.76488,Tudor Rose - Swiss chalet with Tudor styled facade,12,10474,Entire villa,4.8,"https://www.google.com/maps?q=17.92529,73.76488"
"Panchgani, Maharashtra, India",FALSE,17.91803574,73.81090967,Hilltop's Hashnoor Villa 21,16,11481,Entire villa,4.7,"https://www.google.com/maps?q=17.91803574,73.81090967"
"Panchgani, Maharashtra, India",FALSE,17.91824,73.80685,Dazzling Hills-Pure Veg Villa by 29Bungalow,15,11550,Entire villa,4.7,"https://www.google.com/maps?q=17.91824,73.80685"
"Panchgani, Maharashtra, India",FALSE,17.93,73.804,Estella by Vista Grande,16,10595,Entire villa,4.7,"https://www.google.com/maps?q=17.93,73.804"
"Panjim, Goa, India",FALSE,15.49783,73.83033,9 Luxury Heritage Boutique stay in Fontainhas Goa,16,11842,Room in heritage hotel,4.8,"https://www.google.com/maps?q=15.49783,73.83033"
"Panna, Madhya Pradesh, India",FALSE,24.71172,80.17358,"Mohan Niwas Palace, A Heritage Homestay in Panna.",8,12443,Entire villa,4.7,"https://www.google.com/maps?q=24.71172,80.17358"
"Parra, Goa, India",FALSE,15.57267,73.77863,Luxury Boutique villa w/Pool in North Goa,12,11421,Entire villa,4.8,"https://www.google.com/maps?q=15.57267,73.77863"
"Parra, Goa, India",FALSE,15.57422,73.77815,"Deck-4 Bed-Infinity Private Pool,Arpora @North Goa",10,11545,Entire villa,4.6,"https://www.google.com/maps?q=15.57422,73.77815"
"Parra, Goa, India",TRUE,15.57329,73.7767,Perfect for Big Groups! 8BR Villa w Pool in Parra,16,12978,Entire villa,4.7,"https://www.google.com/maps?q=15.57329,73.7767"
"Pathau, Uttarakhand, India",FALSE,30.1373,78.30656,A majestic luxurious villa overlooking the Ganges,8,10913,Entire villa,4.7,"https://www.google.com/maps?q=30.1373,78.30656"
"Patna, Bihar, India",FALSE,25.59828,85.17635,HomesTel Non Ac Room,3,16418,Room in hotel,3.8,"https://www.google.com/maps?q=25.59828,85.17635"
"Pawna, Maharashtra, India",FALSE,16.87067,73.31219,O'Pearl 9bhk Beach Touch Private villa with pool,16,10601,Entire villa,4.7,"https://www.google.com/maps?q=16.87067,73.31219"
"Pawna, Maharashtra, India",FALSE,18.64502,73.50265,Blue Infinitum - Pool villa with 180° view of lake,16,12434,Entire villa,5.0,"https://www.google.com/maps?q=18.64502,73.50265"
"Pawnanagar, Maharashtra, India",FALSE,18.69732,73.51668,White Villa (127) - Amarja Hills,8,12421,Farm stay,4.6,"https://www.google.com/maps?q=18.69732,73.51668"
"Pawnanagar, Maharashtra, India",FALSE,18.6985033,73.51855949,Dam View Villa 211 (Pure Veg),12,10481,Farm stay,4.6,"https://www.google.com/maps?q=18.6985033,73.51855949"
"Penha de França, Goa, India",TRUE,15.52005,73.81814,Luxury Service Apartments w/Pool in North Goa,12,12130,Room in serviced apartment,4.7,"https://www.google.com/maps?q=15.52005,73.81814"
"Penha de França, Goa, India",FALSE,15.55129,73.81805,Dear Zindagi Villa !,10,12481,Entire villa,4.7,"https://www.google.com/maps?q=15.55129,73.81805"
"Penha de França, Goa, India",FALSE,15.544,73.817,Boohemiaa Greek Villa (With Private Pool),6,10593,Entire villa,4.7,"https://www.google.com/maps?q=15.544,73.817"
"Pravithanam, Kerala, India",FALSE,9.737,76.735,Pool Villa - The Humming Trees,16,10192,Entire villa,4.9,"https://www.google.com/maps?q=9.737,76.735"
"Puducherry, India",FALSE,11.918,79.82,Luxury Villa with Private Pool,15,10481,Entire home,4.7,"https://www.google.com/maps?q=11.918,79.82"
"Puducherry, India",TRUE,11.928,79.833,Villa Helena Heritage Guest House - Full Villa,16,12589,Private room in bed and breakfast,4.4,"https://www.google.com/maps?q=11.928,79.833"
"Pune, Maharashtra, India",TRUE,18.537,73.895,Jewelz 6 - Luxury Villa in Koregaon Park,16,10440,Entire bungalow,4.8,"https://www.google.com/maps?q=18.537,73.895"
"Pune, Maharashtra, India",FALSE,18.52454,73.87851,"A cozy, centrally located Bed and Breakfast",2,16269,Private room in condo,4.8,"https://www.google.com/maps?q=18.52454,73.87851"
"Puthenvelikara, Kerala, India",FALSE,10.18,76.236,Madilina House,10,11409,Entire villa,4.9,"https://www.google.com/maps?q=10.18,76.236"
"Raigad, Maharashtra, India",FALSE,18.4914,72.90293,By The Sea Villa.... Sea view rooms with a pool..,16,10661,Entire villa,4.7,"https://www.google.com/maps?q=18.4914,72.90293"
"Raiseena, Haryana, India",FALSE,28.31868,77.01859,12 B.room Boutique resort with pool in Gurgaon.,16,10541,Private room in resort,4.3,"https://www.google.com/maps?q=28.31868,77.01859"
"Ramgarh, Uttarakhand, India",FALSE,29.42102,79.54799,Suite 2 (The Himalayan Living Whispering Oaks),3,14381,Room in hotel,3.8,"https://www.google.com/maps?q=29.42102,79.54799"
"Ramgarh, Uttarakhand, India",FALSE,29.42237,79.54729,Entire Suite Villa (The Himalayan Living Whispering Oaks),6,15381,Room in hotel,3.8,"https://www.google.com/maps?q=29.42237,79.54729"
"Ramnagar, Uttarakhand, India",FALSE,29.33,79.049,"Jaagar - A Family Retreat in Corbett, Ramnagar",12,12481,Room in resort,4.7,"https://www.google.com/maps?q=29.33,79.049"
"Ranga Reddy, Telangana, India",FALSE,17.29038,78.23217,Experience serenity at this 2BHK pool property,14,12192,Entire villa,5.0,"https://www.google.com/maps?q=17.29038,78.23217"
"Reis Magos, Goa, India",FALSE,15.49548,73.80428,BayView 4BR Petfriendly villa Pvtpool,8,11464,Entire villa,4.7,"https://www.google.com/maps?q=15.49548,73.80428"
"Reis Magos, Goa, India",FALSE,15.49681,73.80242,DOLPHIN HEIGHTS 5BHK Sea View Pool Villa Candolim,14,10498,Entire villa,4.7,"https://www.google.com/maps?q=15.49681,73.80242"
"Reis Magos, Goa, India",FALSE,15.507,73.812,Luxurious 5+1 bhk villa with pool on river bank.,12,11541,Entire villa,4.7,"https://www.google.com/maps?q=15.507,73.812"
"Ribandar, Goa, India",FALSE,15.504,73.866,Room at Ribandar Hill ..Value for money 01,2,13203,Shared room in guest suite,4.2,"https://www.google.com/maps?q=15.504,73.866"
"Rishikesh, Uttarakhand, India",FALSE,30.10242,78.29796,Meeram Ganga-Riverside boutique stay in Rishikesh,16,10445,Room in boutique hotel,4.9,"https://www.google.com/maps?q=30.10242,78.29796"
"Rishikesh, Uttarakhand, India",FALSE,30.1241,78.30721,Luxury Cottages | 4 Bedrooms | Scenic Views,11,12449,Entire cottage,4.8,"https://www.google.com/maps?q=30.1241,78.30721"
"Rishikesh, Uttarakhand, India",FALSE,30.13704,78.30683,An extravagant Pushp villa overlooking the Ganges,8,10788,Entire villa,4.7,"https://www.google.com/maps?q=30.13704,78.30683"
"Rishikesh, Uttarakhand, India",FALSE,30.12978,78.3307,Shambhala by the ganges,12,12503,Entire villa,4.7,"https://www.google.com/maps?q=30.12978,78.3307"
"Sadahalli, Karnataka, India",FALSE,13.20511,77.63614,Swisstown Villa by JadeCaps|Theatre - Long Stays,12,11454,Entire villa,4.7,"https://www.google.com/maps?q=13.20511,77.63614"
"Saligao, Goa, India",FALSE,15.54588,73.78839,7BHK Casa-de-Flora Villa with Large private Pool,16,12481,Entire villa,4.7,"https://www.google.com/maps?q=15.54588,73.78839"
"Saligao, Goa, India",FALSE,15.55615,73.78145,Blu Grass 7 Bedroom Holiday Villa near Calangute,14,10687,Entire villa,4.7,"https://www.google.com/maps?q=15.55615,73.78145"
"Saligao, Goa, India",FALSE,15.5554,73.78126,Woods Goa Bunglow,16,10782,Entire bungalow,4.8,"https://www.google.com/maps?q=15.5554,73.78126"
"Sangolda, Goa, India",FALSE,15.54702,73.80199,Baga/calangute 7min drive- 3bhk villa with pool,12,12137,Entire villa,4.4,"https://www.google.com/maps?q=15.54702,73.80199"
"Sangolda, Goa, India",FALSE,15.54542,73.8132,Casa Da Rosa by Hireavilla - 4BR w Private pool,10,11488,Entire villa,4.9,"https://www.google.com/maps?q=15.54542,73.8132"
"Sangolda, Goa, India",FALSE,15.54225,73.81266,Monforte Villa I by Lohono Stays,8,10655,Entire home,4.7,"https://www.google.com/maps?q=15.54225,73.81266"
"Sangolda, Goa, India",FALSE,15.53822,73.81759,8 Rooms | 2 Villas | 1 Private Pool | Fab Views,16,12722,Entire villa,4.7,"https://www.google.com/maps?q=15.53822,73.81759"
"Sangolda, Goa, India",FALSE,15.54799,73.81177,12 BR Mansion | Big Groups | Private Pool | Scenic,16,11374,Entire villa,4.7,"https://www.google.com/maps?q=15.54799,73.81177"
"Sangolda, Goa, India",FALSE,15.54477,73.80395,12 Bedroom Luxurious Heritage Villa with Pool.,16,12563,Entire bungalow,4.8,"https://www.google.com/maps?q=15.54477,73.80395"
"Satirje, Maharashtra, India",FALSE,18.73987,72.89868,Baan Thai - 4 Bedroom Luxurious Villa in Alibag,8,10464,Entire villa,4.7,"https://www.google.com/maps?q=18.73987,72.89868"
"Shahpur, Maharashtra, India",FALSE,19.46364,73.37774,"7BR Goil Farms -Shahpur, 1.5hrs drive from Mumbai.",16,12707,Entire villa,4.7,"https://www.google.com/maps?q=19.46364,73.37774"
"Shashbani, Uttarakhand, India",FALSE,29.42878,79.67858,4 bedrooms at Mukteshwar; MIAGO,10,11481,Entire villa,4.7,"https://www.google.com/maps?q=29.42878,79.67858"
"Sheel, Himachal Pradesh, India",FALSE,31.1483,77.69797,7 Room Villa,14,10467,Farm stay,4.6,"https://www.google.com/maps?q=31.1483,77.69797"
"Siolim, Goa, India",TRUE,15.62359,73.76828,Riviera Sublime 3BHK Villa,10,10137,Entire villa,4.8,"https://www.google.com/maps?q=15.62359,73.76828"
"Sughandhagiry, Kerala, India",FALSE,11.58006,75.99667,A Frame Wildrootstay Orchid Family Chalet,6,11131,Farm stay,3.8,"https://www.google.com/maps?q=11.58006,75.99667"
"Tangmarg, Jammu and Kashmir, India",FALSE,34.03872933,74.40793629,StayVista at Frosty @ Frozen Fall - Drung,10,10716,Private room in villa,4.6,"https://www.google.com/maps?q=34.03872933,74.40793629"
"Thattekad, Kerala, India",FALSE,10.1069,76.70425,Sparrow Vale Resorts-Entire Property for one group,16,10414,Entire cottage,4.8,"https://www.google.com/maps?q=10.1069,76.70425"
"Tilase, Maharashtra, India",FALSE,19.64953,73.2105,The Purple Lotus,16,10661,Farm stay,4.6,"https://www.google.com/maps?q=19.64953,73.2105"
"Udaipur, Rajasthan, India",FALSE,24.4972,73.68054,Beautiful Villa for a luxurious stay,9,11421,Entire villa,4.7,"https://www.google.com/maps?q=24.4972,73.68054"
"Udaipur, Rajasthan, India",FALSE,24.49149,73.58323,Twin four poster room with view of the City Palace,3,10421,Private room in villa,4.6,"https://www.google.com/maps?q=24.49149,73.58323"
"Udaipur, Rajasthan, India",FALSE,24.5685,73.63485,Beautiful Room in Bujera Fort 15 minutes from City,3,12421,Private room in villa,4.6,"https://www.google.com/maps?q=24.5685,73.63485"
"Udaipur, Rajasthan, India",FALSE,24.48927,73.58372,Beautiful suite in Bujera viewing the city palace,3,11421,Private room in villa,4.6,"https://www.google.com/maps?q=24.48927,73.58372"
"Udaipur, Rajasthan, India",TRUE,24.57761,73.68657,The Neem Tree Udaipur Boutique Retreat,16,10481,Room in boutique hotel,4.9,"https://www.google.com/maps?q=24.57761,73.68657"
"Udaipur, Rajasthan, India",FALSE,24.58588,73.71219,"4 Burj, Jharokha Suits @Castle Oodeypore",12,12481,Private room in castle,4.6,"https://www.google.com/maps?q=24.58588,73.71219"
"Udaipur, Rajasthan, India",TRUE,24.54901,73.67723,Anagha Homestay,16,11490,Entire bungalow,4.9,"https://www.google.com/maps?q=24.54901,73.67723"
"Udaipur, Rajasthan, India",FALSE,24.5971,73.75547,10-12 person | Pool Villa | Bfast & dinner | BBQ,11,10495,Farm stay,4.6,"https://www.google.com/maps?q=24.5971,73.75547"
"Udaipur, Rajasthan, India",FALSE,24.63226,73.63276,The Rustic Pines,16,10577,Entire chalet,4.5,"https://www.google.com/maps?q=24.63226,73.63276"
"Udaipur, Rajasthan, India",FALSE,24.57298,73.64834,Farm Villa @ Devra udaipur- 8 rooms n pool,16,11577,Entire villa,4.7,"https://www.google.com/maps?q=24.57298,73.64834"
"Udaipur, Rajasthan, India",FALSE,24.49092,73.58379,Beautiful Cottage in the village of Bujera Udaipur,7,11263,Entire villa,4.7,"https://www.google.com/maps?q=24.49092,73.58379"
"Udupi, Karnataka, India",FALSE,13.37779,74.69766,Udupi Beach House: Seascape,10,10149,Private room in bungalow,4.8,"https://www.google.com/maps?q=13.37779,74.69766"
"Uttarakhand, India",TRUE,30.06396,78.5186,Aashraya on the Ganga : Himalayan Farmstay Retreat,12,12412,Farm stay,4.5,"https://www.google.com/maps?q=30.06396,78.5186"
"Vadanemmeli, Tamil Nadu, India",TRUE,12.74755,80.2436,Villa Aqua -Luxury Beach villa on ECR near Kovalam,10,11722,Entire villa,4.8,"https://www.google.com/maps?q=12.74755,80.2436"
"Vagator, Goa, India",TRUE,15.59775,73.75629,"3BHK luxury Villa-Villa Da' Sixth, Vagator- Anjuna",8,10141,Entire villa,4.8,"https://www.google.com/maps?q=15.59775,73.75629"
"Vagator, Goa, India",TRUE,15.6041,73.75412,5 Star Luxe Villa North Goa with Olympic size Pool,10,10150,Entire villa,4.9,"https://www.google.com/maps?q=15.6041,73.75412"
"Vagator, Goa, India",FALSE,15.59492,73.75086,Casa Amor in Assagao is a 4 bed private pool villa,10,11399,Entire villa,4.7,"https://www.google.com/maps?q=15.59492,73.75086"
"Vagator, Goa, India",TRUE,15.60502,73.75305,"Sol Sureno, Assagao - Luxury Private Bungalow",12,12399,Entire bungalow,4.9,"https://www.google.com/maps?q=15.60502,73.75305"
"Vagator, Goa, India",TRUE,15.604,73.752,Assagao Luxury Heritage Goan Villa with Pvt Pool,14,10477,Entire villa,4.9,"https://www.google.com/maps?q=15.604,73.752"
"Vagator, Goa, India",FALSE,15.5949,73.75217,LaMaroma | Luxurious villa|Caretaker| Pvt Pool| DG,7,11477,Entire home,4.7,"https://www.google.com/maps?q=15.5949,73.75217"
"Vagator, Goa, India",TRUE,15.59441,73.74917,12 Bedroom Heritage+ Boutique stay+ Vagator,16,12661,Entire villa,4.7,"https://www.google.com/maps?q=15.59441,73.74917"
"Vagator, Goa, India",FALSE,15.59941,73.7575,Villa Azul by Lohono Stays,10,11940,Entire villa,4.7,"https://www.google.com/maps?q=15.59941,73.7575"
"Vagator, Goa, India",FALSE,15.60224,73.78022,Serene Voyage 5 bhk in Assagao,14,12998,Entire home,4.6,"https://www.google.com/maps?q=15.60224,73.78022"
"Varanasi, Uttar Pradesh, India",FALSE,25.30747,83.00868,"BrijRama Palace, Experience Heritage with luxury.",2,11461,Room in heritage hotel,4.8,"https://www.google.com/maps?q=25.30747,83.00868"
"Varanasi, Uttar Pradesh, India",FALSE,25.30992,82.96668,Luxurious Penthouse - 11th Floor -Pickup on demand,6,11601,Entire condo,4.1,"https://www.google.com/maps?q=25.30992,82.96668"
"Varca, India",FALSE,15.22279,73.93695,A Cosy Villa near the beach in Goa,10,10134,Entire villa,4.6,"https://www.google.com/maps?q=15.22279,73.93695"
"Vashist, Himachal Pradesh, India",FALSE,32.283,77.18,"The Croft Manali- Entire Villa, Cottage, Homestay",6,12472,Entire cottage,4.8,"https://www.google.com/maps?q=32.283,77.18"
"Verla, Goa, India",TRUE,15.585,73.793,VILLA LOU GOA 1903 Heritage House withPrivate Pool,12,12419,Entire villa,5.0,"https://www.google.com/maps?q=15.585,73.793"
"Verla, Goa, India",FALSE,15.58594,73.78018,Hendrix luxury villa with private pool,16,10421,Entire villa,4.8,"https://www.google.com/maps?q=15.58594,73.78018"
"Vijayawada, Andhra Pradesh, India",FALSE,16.47685,80.70631,Dwaraka Residency Double Room Near Anjaneya Swamy Poranki Vijayawada,2,13033,Room in hotel,3.8,"https://www.google.com/maps?q=16.47685,80.70631"
"Vijayawada, Andhra Pradesh, India",FALSE,16.47665,80.70571,Dwaraka Residency Quad Occupancy Room,4,13041,Room in hotel,3.8,"https://www.google.com/maps?q=16.47665,80.70571"
"Vijayawada, Andhra Pradesh, India",FALSE,16.47528,80.70549,Dwaraka Residency Triple Room Near Anjaneya Swamy Poranki Vijayawada,3,14041,Room in hotel,3.8,"https://www.google.com/maps?q=16.47528,80.70549"
"Virajpet, Kodagu, KA, India",FALSE,12.19751,75.8028,Villa Magnolia - on a coffee plantation,8,10601,Entire bungalow,4.4,"https://www.google.com/maps?q=12.19751,75.8028"
"Waghodia, Gujarat, India",FALSE,22.33,73.534,The Wilderness Homestay and Farm,12,10533,Farm stay,4.6,"https://www.google.com/maps?q=22.33,73.534"
"Wavarle, Maharashtra, India",FALSE,18.91837,73.27995,"StayVista at Twilight Grove - 4BR w/ BBQ, Pool",12,10410,Entire villa,4.7,"https://www.google.com/maps?q=18.91837,73.27995"
"Zirad, Maharashtra, India",FALSE,18.75338,72.9123,StayVista at Amarillo Villa- Rustic 4BR W/Pool,11,11528,Entire villa,4.7,"https://www.google.com/maps?q=18.75338,72.9123"
"Zirad, Maharashtra, India",FALSE,18.75464,72.88832,Zen Villa: Luxury 5BHK Farmhouse by Limestays,16,10558,Entire villa,4.3,"https://www.google.com/maps?q=18.75464,72.88832"
"Zirad, Maharashtra, India",FALSE,18.75593,72.8881,Bougainvillea: Beautiful 6BHK Villa by Limestays,16,10773,Entire villa,4.7,"https://www.google.com/maps?q=18.75593,72.8881"
